customer_id,tenure_months,contract,plan,monthly_fee,support_tickets_90d,autopay,logins_30d,churned
U11674,70,two_year,standard,71.08,1,0,14,0
U11675,64,monthly,basic,75.27,2,1,4,0
U11676,10,one_year,standard,48.73,3,0,10,0
U11677,41,monthly,standard,90.0,1,0,1,0
U11678,5,one_year,premium,19.06,1,0,4,1
U11679,16,monthly,standard,38.21,1,0,10,1
U11680,35,one_year,standard,74.69,5,0,31,0
U11681,38,monthly,basic,60.51,1,1,4,0
U11682,25,monthly,basic,31.9,4,1,8,0
U11683,59,monthly,standard,66.06,1,1,5,0
U11684,9,one_year,standard,36.33,2,1,1,0
U11685,23,two_year,basic,51.33,0,0,8,0
U11686,69,two_year,standard,81.24,4,1,28,0
U11687,30,monthly,standard,86.16,3,0,7,1
U11688,50,monthly,premium,83.72,0,0,6,0
U11689,58,monthly,standard,39.13,1,1,21,0
U11690,2,monthly,standard,59.42,1,0,3,0
U11691,5,monthly,standard,112.01,2,0,11,0
U11692,15,one_year,basic,48.88,3,1,7,0
U11693,4,two_year,standard,94.93,0,1,6,0
U11694,4,one_year,premium,56.2,0,0,10,0
U11695,25,monthly,basic,57.05,0,0,13,0
U11696,71,monthly,basic,42.38,1,0,15,0
U11697,61,one_year,premium,50.05,1,1,6,0
U11698,46,two_year,basic,55.43,0,0,8,1
U11699,9,monthly,basic,40.43,1,0,5,1
U11700,58,monthly,standard,54.23,1,1,8,0
U11701,39,monthly,standard,109.49,1,0,24,1
U11702,52,one_year,basic,36.95,5,1,2,0
U11703,48,one_year,basic,30.84,2,1,11,0
U11704,67,monthly,standard,15.38,2,0,6,0
U11705,4,monthly,basic,15.0,1,0,26,0
U11706,25,one_year,standard,87.35,0,1,23,0
U11707,60,two_year,standard,84.27,1,0,9,0
U11708,55,one_year,basic,85.92,0,1,7,0
U11709,56,monthly,basic,80.83,0,0,15,0
U11710,50,monthly,basic,98.2,2,1,28,0
U11711,2,monthly,standard,82.77,2,1,18,0
U11712,29,monthly,basic,87.94,3,1,16,0
U11713,34,monthly,premium,98.03,1,0,16,0
U11714,24,two_year,standard,96.52,2,1,3,0
U11715,30,one_year,basic,91.87,2,1,6,0
U11716,44,one_year,standard,84.47,3,1,23,0
U11717,53,one_year,standard,46.74,2,1,6,0
U11718,23,monthly,basic,53.07,0,1,11,0
U11719,2,monthly,standard,80.41,2,1,3,0
U11720,39,monthly,standard,99.42,1,1,16,0
U11721,25,monthly,basic,23.59,0,1,34,0
U11722,31,two_year,premium,104.12,3,1,14,0
U11723,4,one_year,basic,79.15,1,1,3,1
U11724,27,monthly,standard,94.95,2,1,16,0
U11725,37,monthly,basic,50.27,1,1,6,0
U11726,51,one_year,basic,60.29,0,0,8,0
U11727,6,two_year,standard,49.34,3,0,9,0
U11728,37,two_year,premium,77.06,1,0,15,0
U11729,58,one_year,standard,54.79,1,0,4,0
U11730,4,one_year,standard,31.98,1,1,21,0
U11731,24,monthly,premium,62.66,0,1,11,0
U11732,61,monthly,standard,66.25,0,0,12,0
U11733,1,monthly,standard,73.96,0,1,4,0
U11734,32,two_year,basic,53.35,0,0,9,0
U11735,22,monthly,standard,72.82,0,0,4,0
U11736,40,one_year,premium,82.07,4,0,5,1
U11737,38,monthly,premium,108.95,1,0,12,0
U11738,25,monthly,basic,70.18,1,0,13,0
U11739,15,two_year,standard,59.11,0,1,42,0
U11740,44,two_year,basic,73.75,1,1,16,0
U11741,10,monthly,basic,33.24,2,1,7,0
U11742,48,two_year,standard,16.43,3,1,13,0
U11743,55,one_year,basic,80.45,0,0,47,0
U11744,69,monthly,basic,79.88,1,0,16,0
U11745,41,one_year,standard,66.08,1,0,25,0
U11746,57,monthly,premium,30.51,3,0,11,0
U11747,3,two_year,standard,92.77,1,1,13,0
U11748,20,one_year,basic,47.13,2,0,37,0
U11749,49,monthly,basic,114.16,1,0,4,0
U11750,26,monthly,premium,86.68,0,0,4,0
U11751,6,monthly,standard,71.23,1,1,17,1
U11752,46,monthly,premium,82.61,3,1,8,0
U11753,57,one_year,standard,60.23,1,0,36,0
U11754,45,monthly,standard,59.46,0,0,12,0
U11755,59,monthly,basic,61.42,2,1,6,0
U11756,54,monthly,basic,51.26,0,1,2,0
U11757,20,two_year,standard,51.23,2,1,20,0
U11758,47,monthly,standard,49.11,1,0,7,0
U11759,1,one_year,basic,67.83,0,1,18,0
U11760,33,one_year,basic,15.0,2,1,10,0
U11761,39,two_year,standard,32.55,0,1,25,0
U11762,20,two_year,standard,55.41,1,0,15,1
U11763,40,monthly,standard,80.84,3,0,9,0
U11764,64,monthly,standard,56.45,0,0,3,1
U11765,24,monthly,basic,67.71,0,1,12,0
U11766,29,two_year,standard,15.0,1,0,2,0
U11767,28,one_year,basic,90.15,3,1,8,0
U11768,36,one_year,premium,60.68,2,0,9,0
U11769,2,one_year,premium,46.07,1,0,37,0
U11770,17,two_year,premium,62.28,2,1,7,0
U11771,68,two_year,standard,92.49,1,1,7,0
U11772,46,monthly,standard,80.82,0,1,5,0
U11773,7,monthly,standard,85.66,0,1,11,0
U11774,69,two_year,premium,93.21,2,0,9,0
U11775,33,monthly,standard,50.8,1,0,4,0
U11776,32,two_year,basic,91.97,2,0,9,1
U11777,18,one_year,standard,15.0,1,1,6,0
U11778,65,monthly,standard,43.61,0,0,18,0
U11779,44,two_year,premium,81.96,1,1,9,0
U11780,40,monthly,premium,87.16,2,1,17,0
U11781,16,monthly,standard,41.53,2,0,8,1
U11782,63,one_year,standard,72.4,0,1,21,0
U11783,4,two_year,standard,89.3,1,1,8,0
U11784,29,monthly,standard,63.38,1,0,8,1
U11785,36,monthly,premium,74.61,2,1,9,0
U11786,13,monthly,basic,76.12,1,0,48,0
U11787,18,two_year,basic,99.5,1,1,9,0
U11788,1,monthly,basic,51.1,1,0,6,0
U11789,47,one_year,basic,34.71,1,1,16,0
U11790,9,monthly,basic,104.24,0,0,32,0
U11791,21,two_year,premium,77.96,2,0,20,0
U11792,64,one_year,basic,19.6,2,0,49,0
U11793,64,monthly,basic,70.82,2,1,9,0
U11794,25,one_year,standard,36.74,0,0,22,0
U11795,41,monthly,basic,15.0,0,1,14,0
U11796,21,monthly,standard,120.45,3,0,21,1
U11797,36,two_year,standard,68.32,3,1,13,0
U11798,43,one_year,premium,95.02,0,0,1,0
U11799,34,monthly,basic,,0,1,4,0
U11800,66,monthly,standard,71.97,1,1,18,0
U11801,41,monthly,standard,56.37,3,0,12,1
U11802,9,monthly,basic,61.76,0,0,14,0
U11803,39,one_year,premium,104.21,1,1,9,0
U11804,27,monthly,basic,45.3,0,1,4,0
U11805,38,one_year,standard,15.0,0,0,16,0
U11806,14,two_year,basic,87.86,0,1,11,0
U11807,14,two_year,standard,31.05,1,0,25,0
U11808,25,one_year,standard,93.55,2,0,20,0
U11809,55,monthly,basic,92.27,0,0,12,0
U11810,41,monthly,premium,26.86,1,0,3,0
U11811,28,monthly,basic,80.19,0,0,13,1
U11812,68,monthly,basic,71.36,3,1,9,0
U11813,17,monthly,basic,15.0,2,1,8,0
U11814,57,monthly,basic,31.69,1,0,11,0
U11815,44,two_year,standard,64.39,2,0,12,0
U11816,50,one_year,standard,71.25,2,1,37,0
U11817,46,one_year,premium,63.23,1,1,6,0
U11818,45,monthly,standard,87.14,2,1,12,0
U11819,26,monthly,premium,30.83,1,0,15,0
U11820,68,one_year,basic,73.33,0,0,17,0
U11821,51,one_year,standard,65.7,2,0,17,0
U11822,21,two_year,standard,36.07,1,0,6,0
U11823,15,two_year,basic,42.55,0,1,12,0
U11824,51,monthly,basic,76.27,1,1,7,0
U11825,3,monthly,standard,84.72,1,1,18,0
U11826,34,monthly,basic,74.65,1,1,3,0
U11827,16,monthly,standard,82.31,1,1,32,0
U11828,4,monthly,premium,97.8,1,1,16,0
U11829,54,monthly,basic,,2,0,12,1
U11830,6,monthly,basic,55.4,0,0,4,1
U11831,9,one_year,premium,15.09,1,0,11,0
U11832,47,monthly,basic,104.11,2,0,13,1
U11833,47,one_year,standard,54.49,0,0,5,0
U11834,65,one_year,standard,72.91,1,0,18,0
U11835,41,monthly,premium,63.77,0,0,18,1
U11836,29,monthly,basic,58.45,1,1,9,0
U11837,42,monthly,basic,55.4,0,1,9,0
U11838,39,one_year,premium,60.31,0,1,4,0
U11839,24,monthly,premium,66.68,2,0,8,0
U11840,33,one_year,basic,67.88,0,0,2,0
U11841,30,monthly,basic,18.77,1,1,7,1
U11842,18,one_year,standard,89.98,4,0,7,0
U11843,59,one_year,standard,45.88,2,0,2,0
U11844,26,monthly,basic,68.71,0,0,26,0
U11845,28,monthly,basic,63.2,1,1,13,0
U11846,58,one_year,basic,95.93,1,0,14,0
U11847,5,monthly,standard,67.31,1,0,11,0
U11848,48,monthly,premium,67.71,1,0,14,0
U11849,33,two_year,standard,23.09,1,0,10,0
U11850,11,monthly,basic,58.9,1,0,13,0
U11851,5,monthly,standard,88.89,3,0,7,0
U11852,60,monthly,standard,61.11,1,1,11,0
U11853,11,one_year,basic,,2,1,23,0
U11854,68,one_year,basic,65.44,1,1,14,0
U11855,17,monthly,standard,93.78,3,0,12,0
U11856,8,monthly,basic,103.22,0,1,6,0
U11857,36,monthly,premium,87.15,2,1,3,1
U11858,45,one_year,premium,44.32,1,0,11,0
U11859,39,one_year,standard,117.36,3,0,51,0
U11860,33,monthly,standard,,2,0,20,0
U11861,29,monthly,standard,44.4,0,0,15,0
U11862,8,monthly,basic,113.22,0,0,14,1
U11863,3,one_year,basic,49.85,3,1,15,1
U11864,61,monthly,standard,62.38,1,1,3,0
U11865,9,two_year,basic,94.59,1,1,4,0
U11866,71,monthly,premium,80.28,1,0,17,0
U11867,42,two_year,premium,43.7,4,0,14,0
U11868,59,two_year,basic,131.65,0,0,7,0
U11869,1,one_year,basic,32.33,1,0,23,1
U11870,49,monthly,standard,46.69,1,0,21,0
U11871,55,one_year,basic,78.23,3,1,9,0
U11872,54,monthly,standard,115.36,2,0,10,0
U11873,43,two_year,premium,19.22,3,1,5,0
U11874,41,monthly,basic,43.37,0,0,4,0
U11875,40,one_year,premium,66.72,2,1,18,0
U11876,67,one_year,standard,77.09,2,0,5,0
U11877,64,one_year,basic,58.02,1,1,4,0
U11878,66,monthly,standard,74.16,1,1,2,0
U11879,9,one_year,standard,50.8,0,0,10,1
U11880,61,one_year,basic,50.85,1,0,7,0
U11881,43,two_year,premium,24.64,0,1,23,0
U11882,47,monthly,standard,82.71,1,0,9,0
U11883,30,one_year,basic,43.82,1,0,7,0
U11884,28,two_year,standard,70.33,2,0,9,0
U11885,55,monthly,standard,111.18,0,1,5,1
U11886,38,monthly,premium,114.75,1,0,6,0
U11887,43,monthly,standard,72.19,1,1,23,0
U11888,28,monthly,basic,64.01,0,1,18,0
U11889,41,one_year,basic,40.54,2,1,36,0
U11890,30,one_year,standard,67.67,0,1,10,0
U11891,30,two_year,basic,67.66,1,0,14,0
U11892,11,one_year,premium,30.68,0,0,12,0
U11893,63,one_year,basic,56.19,1,0,3,0
U11894,30,monthly,standard,74.62,1,1,14,1
U11895,40,monthly,basic,77.63,2,1,30,0
U11896,9,one_year,premium,43.63,2,1,1,1
U11897,16,two_year,basic,52.99,2,1,2,0
U11898,69,one_year,basic,41.57,0,1,11,0
U11899,8,monthly,basic,83.26,2,1,24,0
U11900,21,monthly,premium,47.29,1,0,6,0
U11901,68,two_year,standard,76.67,1,1,4,0
U11902,37,monthly,standard,62.99,0,1,24,0
U11903,65,monthly,premium,82.79,1,0,26,0
U11904,12,one_year,basic,117.42,2,0,10,1
U11905,48,monthly,basic,43.43,1,0,13,0
U11906,15,two_year,standard,71.2,2,0,13,0
U11907,56,one_year,standard,59.79,1,1,7,0
U11908,1,monthly,basic,102.66,2,0,22,0
U11909,69,monthly,standard,82.09,0,1,20,0
U11910,49,one_year,basic,62.49,3,1,12,0
U11911,53,one_year,standard,58.99,1,0,6,0
U11912,48,monthly,standard,106.2,1,0,6,0
U11913,23,two_year,basic,119.51,1,0,14,1
U11914,61,monthly,basic,29.17,2,0,4,0
U11915,54,two_year,premium,62.16,2,0,18,0
U11916,29,one_year,standard,37.05,2,1,26,0
U11917,44,monthly,basic,61.56,0,0,15,0
U11918,36,monthly,premium,63.97,4,1,5,0
U11919,15,monthly,standard,49.52,0,1,7,1
U11920,19,one_year,standard,95.95,0,0,20,0
U11921,41,two_year,basic,49.51,1,1,6,0
U11922,60,one_year,standard,83.91,2,0,6,0
U11923,69,one_year,basic,21.87,1,1,4,0
U11924,48,monthly,basic,46.76,1,0,18,0
U11925,68,monthly,standard,71.28,0,1,15,0
U11926,34,one_year,basic,87.59,0,1,3,1
U11927,26,one_year,basic,50.95,0,0,16,0
U11928,2,monthly,basic,,1,1,8,0
U11929,66,two_year,basic,73.2,1,1,12,0
U11930,46,monthly,premium,30.61,1,1,41,0
U11931,17,monthly,basic,116.47,3,0,21,1
U11932,68,monthly,standard,39.91,1,1,0,0
U11933,25,one_year,standard,110.73,2,0,10,0
U11934,13,monthly,standard,31.72,2,1,18,0
U11935,15,two_year,premium,92.46,0,0,10,0
U11936,35,monthly,basic,92.01,4,0,1,0
U11937,25,two_year,basic,89.39,1,1,16,0
U11938,36,two_year,basic,60.21,0,0,7,0
U11939,68,monthly,standard,84.55,2,1,8,0
U11940,51,monthly,standard,15.0,1,0,4,0
U11941,14,monthly,standard,,2,0,6,0
U11942,37,monthly,standard,63.11,0,0,5,1
U11943,15,one_year,basic,56.23,2,1,5,1
U11944,56,one_year,basic,108.62,2,1,7,0
U11945,23,two_year,premium,83.39,2,0,7,0
U11946,28,monthly,standard,81.94,1,1,13,0
U11947,61,monthly,standard,76.4,2,0,13,0
U11948,3,monthly,standard,78.76,0,1,9,0
U11949,21,monthly,basic,81.75,0,0,12,0
U11950,55,monthly,standard,28.37,2,0,29,0
U11951,27,two_year,basic,65.29,1,1,5,0
U11952,36,monthly,basic,105.14,0,0,9,0
U11953,35,two_year,standard,66.83,3,1,12,0
U11954,20,monthly,basic,48.62,1,1,13,0
U11955,58,monthly,standard,63.77,1,0,12,0
U11956,68,one_year,basic,67.53,0,0,15,0
U11957,26,one_year,basic,69.46,1,0,13,0
U11958,69,monthly,standard,75.04,2,1,7,0
U11959,52,two_year,basic,78.16,1,0,2,0
U11960,19,one_year,standard,86.54,1,1,2,0
U11961,58,monthly,basic,42.81,1,1,6,0
U11962,24,two_year,premium,52.91,0,1,10,0
U11963,1,monthly,basic,36.89,1,1,9,1
U11964,8,one_year,standard,61.28,1,0,2,1
U11965,63,one_year,premium,92.49,0,1,12,0
U11966,56,monthly,standard,82.35,2,0,6,1
U11967,22,monthly,basic,40.91,1,0,3,0
U11968,36,one_year,basic,28.06,0,1,4,0
U11969,37,two_year,standard,39.93,0,0,20,0
U11970,26,one_year,standard,89.31,0,0,8,0
U11971,2,one_year,basic,91.38,2,1,11,1
U11972,2,monthly,basic,100.94,2,0,26,0
U11973,65,monthly,basic,17.79,1,1,23,0
U11974,58,monthly,basic,15.0,1,0,4,0
U11975,6,monthly,basic,106.2,1,0,24,1
U11976,4,two_year,basic,61.22,2,1,2,0
U11977,67,monthly,basic,66.84,0,1,14,0
U11978,66,monthly,basic,68.45,2,1,22,0
U11979,37,one_year,standard,53.35,3,1,7,0
U11980,53,monthly,basic,75.47,0,1,16,0
U11981,51,two_year,premium,24.38,0,1,2,0
U11982,21,monthly,basic,19.03,1,1,8,0
U11983,48,monthly,basic,40.03,1,0,3,0
U11984,24,monthly,basic,41.69,1,1,1,0
U11985,2,monthly,premium,69.83,0,1,12,0
U11986,56,one_year,premium,51.31,0,1,10,0
U11987,49,one_year,standard,27.87,0,0,13,0
U11988,70,monthly,basic,75.83,2,0,18,0
U11989,16,one_year,standard,25.04,2,0,2,0
U11990,11,monthly,standard,78.62,2,0,11,1
U11991,7,monthly,premium,97.27,0,0,9,0
U11992,9,monthly,premium,90.09,3,0,8,1
U11993,66,monthly,standard,46.63,2,0,14,0
U11994,6,monthly,standard,88.42,0,1,9,1
U11995,17,monthly,basic,34.45,1,0,0,0
U11996,57,one_year,standard,73.46,3,0,3,0
U11997,62,monthly,standard,34.54,3,1,15,0
U11998,20,monthly,premium,57.8,0,0,3,0
U11999,17,two_year,premium,33.2,0,1,13,0
U12000,1,monthly,basic,76.92,2,1,15,1
U12001,52,two_year,basic,57.76,0,1,16,0
U12002,29,monthly,premium,49.83,0,0,7,0
U12003,57,monthly,standard,66.81,1,1,2,1
U12004,71,monthly,standard,54.05,1,0,17,0
U12005,25,monthly,premium,72.11,0,1,13,1
U12006,57,monthly,basic,35.63,1,0,11,0
U12007,34,monthly,premium,92.66,2,0,9,0
U12008,55,monthly,standard,32.41,1,0,8,1
U12009,64,monthly,premium,58.65,1,1,2,0
U12010,21,monthly,premium,101.6,0,0,24,0
U12011,15,monthly,standard,69.36,1,0,8,0
U12012,24,two_year,basic,23.4,1,0,24,0
U12013,3,one_year,basic,36.97,3,0,5,0
U12014,40,monthly,premium,64.37,2,0,36,0
U12015,56,monthly,standard,34.78,2,1,15,0
U12016,52,monthly,standard,46.98,1,1,2,0
U12017,65,two_year,basic,58.35,3,0,14,0
U12018,8,monthly,standard,63.12,1,1,5,0
U12019,28,monthly,basic,46.88,1,1,5,1
U12020,66,one_year,standard,69.38,2,0,6,0
U12021,14,monthly,basic,61.22,1,1,5,0
U12022,19,monthly,premium,89.6,1,1,12,0
U12023,16,monthly,standard,27.2,2,1,7,0
U12024,51,monthly,basic,29.43,0,0,28,0
U12025,37,two_year,standard,29.41,0,1,27,0
U12026,41,monthly,standard,24.56,0,0,17,0
U12027,69,one_year,premium,38.79,2,0,5,0
U12028,8,one_year,standard,29.47,1,1,11,0
U12029,57,monthly,premium,49.96,2,0,14,0
U12030,56,monthly,standard,30.16,1,1,10,0
U12031,57,monthly,basic,119.54,2,0,15,0
U12032,25,two_year,premium,42.14,1,1,5,0
U12033,27,one_year,basic,,1,1,7,0
U12034,66,one_year,standard,49.29,0,1,20,0
U12035,22,monthly,premium,41.4,0,1,18,0
U12036,38,monthly,standard,32.82,0,1,4,0
U12037,48,two_year,standard,62.58,1,0,4,0
U12038,66,one_year,basic,55.21,0,1,10,0
U12039,67,one_year,standard,31.36,4,0,19,0
U12040,25,one_year,standard,67.24,2,0,14,0
U12041,47,monthly,standard,65.75,1,0,38,0
U12042,8,two_year,standard,60.42,0,0,4,0
U12043,70,two_year,premium,34.2,1,0,6,0
U12044,36,monthly,basic,64.56,1,1,20,0
U12045,32,monthly,standard,83.26,1,0,4,1
U12046,20,monthly,basic,57.18,0,0,9,0
U12047,24,one_year,basic,37.43,2,0,18,0
U12048,28,monthly,premium,41.51,3,0,14,0
U12049,5,monthly,standard,121.48,3,0,19,1
U12050,42,monthly,basic,60.84,0,1,1,0
U12051,19,monthly,standard,57.53,0,0,6,1
U12052,63,monthly,basic,70.25,0,1,17,0
U12053,52,monthly,basic,46.98,2,0,8,0
U12054,12,one_year,premium,32.65,2,0,19,1
U12055,55,one_year,basic,66.69,2,0,10,0
U12056,16,monthly,basic,72.33,1,1,13,1
U12057,17,one_year,basic,81.88,3,1,17,0
U12058,9,monthly,premium,66.76,1,1,12,0
U12059,25,two_year,basic,66.34,1,0,15,0
U12060,50,two_year,standard,69.41,2,0,2,0
U12061,8,one_year,basic,81.71,1,1,11,0
U12062,5,monthly,premium,61.24,2,1,9,0
U12063,31,monthly,basic,29.79,0,1,13,0
U12064,66,monthly,standard,54.44,1,1,11,0
U12065,28,one_year,basic,91.12,2,1,3,0
U12066,35,monthly,basic,79.61,1,1,6,1
U12067,66,monthly,premium,79.16,0,0,8,0
U12068,56,two_year,premium,53.96,3,0,12,0
U12069,57,two_year,basic,67.34,1,0,5,0
U12070,4,one_year,premium,63.33,0,0,13,0
U12071,65,monthly,premium,59.38,0,0,30,0
U12072,43,monthly,standard,76.71,1,0,12,0
U12073,9,monthly,basic,57.91,2,0,4,1
U12074,35,monthly,basic,78.24,1,0,7,0
U12075,23,monthly,basic,68.67,1,0,2,1
U12076,19,one_year,basic,56.49,1,0,27,0
U12077,62,monthly,basic,67.04,2,0,13,0
U12078,8,monthly,standard,51.03,1,0,8,0
U12079,17,monthly,basic,46.45,0,0,3,0
U12080,23,one_year,standard,68.22,2,1,11,0
U12081,25,monthly,basic,90.06,1,1,10,0
U12082,64,one_year,basic,15.0,1,0,2,0
U12083,8,two_year,basic,61.81,2,0,3,0
U12084,3,monthly,standard,108.18,3,0,25,1
U12085,2,two_year,standard,67.21,0,0,4,0
U12086,46,monthly,standard,85.34,0,0,7,0
U12087,44,monthly,basic,38.74,0,1,3,1
U12088,35,monthly,basic,52.59,0,1,3,0
U12089,27,two_year,standard,86.94,1,1,5,0
U12090,18,monthly,premium,91.24,1,0,13,0
U12091,25,one_year,premium,50.23,2,1,8,0
U12092,19,monthly,basic,21.76,2,0,5,0
U12093,29,two_year,basic,56.02,0,0,9,0
U12094,20,monthly,standard,49.9,0,1,19,0
U12095,56,two_year,basic,58.02,2,1,14,0
U12096,31,monthly,basic,27.57,1,0,12,0
U12097,7,one_year,basic,38.79,2,1,7,0
U12098,59,two_year,standard,109.43,0,1,11,0
U12099,3,monthly,standard,25.5,3,1,5,0
U12100,35,one_year,basic,,2,0,5,0
U12101,6,one_year,standard,81.43,3,0,20,0
U12102,11,one_year,basic,69.19,2,1,4,0
U12103,5,one_year,standard,48.91,2,1,12,0
U12104,35,two_year,basic,29.31,1,0,12,0
U12105,48,monthly,standard,32.03,1,1,23,1
U12106,48,monthly,basic,73.71,2,1,6,0
U12107,36,monthly,standard,59.94,1,1,8,0
U12108,57,monthly,basic,41.89,3,1,5,0
U12109,7,monthly,premium,69.16,0,1,32,1
U12110,44,two_year,standard,96.53,1,1,8,0
U12111,26,monthly,standard,56.03,2,0,6,1
U12112,33,one_year,premium,74.14,1,1,7,0
U12113,6,monthly,standard,68.77,0,1,6,0
U12114,12,monthly,standard,81.18,0,1,22,0
U12115,39,one_year,standard,73.85,1,1,11,0
U12116,22,monthly,standard,93.8,4,1,5,0
U12117,54,monthly,premium,32.42,1,1,9,0
U12118,59,monthly,premium,62.51,1,1,34,0
U12119,11,one_year,basic,82.89,2,1,3,0
U12120,62,monthly,standard,23.56,2,1,13,0
U12121,62,two_year,premium,78.75,1,1,8,0
U12122,7,monthly,basic,21.91,0,0,11,0
U12123,57,monthly,standard,79.76,2,0,24,0
U12124,34,two_year,premium,94.33,2,1,29,0
U12125,71,one_year,basic,41.76,1,1,22,0
U12126,19,monthly,standard,103.38,1,0,9,0
U12127,37,one_year,basic,38.48,2,1,18,0
U12128,23,monthly,basic,86.27,0,0,3,1
U12129,39,two_year,basic,53.79,2,0,17,0
U12130,2,monthly,standard,47.72,2,1,3,1
U12131,2,one_year,basic,20.92,3,1,16,0
U12132,36,monthly,standard,20.95,1,1,3,0
U12133,65,one_year,basic,72.91,1,0,47,0
U12134,70,monthly,standard,70.09,1,1,6,0
U12135,57,one_year,standard,133.2,1,0,23,0
U12136,13,two_year,standard,20.16,1,0,20,0
U12137,46,monthly,standard,68.96,1,0,20,0
U12138,13,monthly,standard,88.21,2,1,11,0
U12139,55,monthly,standard,66.27,0,1,26,0
U12140,35,monthly,standard,84.14,0,1,2,0
U12141,16,monthly,standard,17.23,1,1,6,1
U12142,70,monthly,premium,50.49,1,0,7,0
U12143,58,two_year,standard,46.46,1,1,24,0
U12144,48,two_year,basic,94.13,0,1,10,0
U12145,50,monthly,premium,53.4,2,0,20,0
U12146,19,monthly,premium,59.03,1,1,6,0
U12147,15,monthly,basic,68.65,2,1,11,0
U12148,27,two_year,basic,49.34,2,1,3,0
U12149,54,two_year,standard,49.56,2,1,4,0
U12150,54,one_year,standard,24.91,0,1,20,0
U12151,39,monthly,premium,101.04,2,1,3,1
U12152,68,monthly,basic,47.84,2,1,12,0
U12153,51,two_year,standard,105.08,1,0,8,0
U12154,70,two_year,standard,70.84,1,0,11,0
U12155,11,monthly,basic,82.42,1,0,20,1
U12156,50,monthly,basic,77.13,1,1,7,0
U12157,60,monthly,basic,99.1,0,0,11,0
U12158,2,monthly,basic,21.75,0,1,43,0
U12159,27,two_year,premium,121.68,1,1,14,0
U12160,52,monthly,standard,80.32,2,0,10,0
U12161,61,monthly,basic,37.11,1,0,15,0
U12162,65,two_year,premium,80.99,0,0,9,0
U12163,71,one_year,basic,44.48,2,0,10,0
U12164,17,monthly,basic,86.66,0,0,6,0
U12165,3,one_year,standard,51.92,2,0,27,0
U12166,14,monthly,premium,70.76,0,1,3,1
U12167,47,monthly,basic,79.07,1,1,4,0
U12168,59,monthly,standard,15.0,2,1,3,0
U12169,2,monthly,standard,,1,1,10,1
U12170,47,monthly,premium,62.86,0,0,22,0
U12171,23,monthly,standard,73.34,0,1,5,0
U12172,7,monthly,basic,62.48,1,0,10,0
U12173,71,monthly,standard,73.85,2,1,26,0
U12174,57,monthly,premium,69.84,1,0,4,0
U12175,47,one_year,basic,51.1,0,1,17,0
U12176,22,monthly,basic,,3,0,7,0
U12177,52,monthly,basic,102.78,0,0,19,0
U12178,30,monthly,standard,60.29,0,0,32,0
U12179,34,monthly,premium,42.75,2,0,14,0
U12180,46,monthly,basic,75.36,2,1,16,0
U12181,25,one_year,basic,42.14,0,0,15,0
U12182,59,monthly,premium,15.0,1,0,36,0
U12183,9,monthly,standard,149.85,0,1,40,0
U12184,51,one_year,basic,68.69,2,1,12,0
U12185,46,monthly,basic,57.34,5,0,4,0
U12186,38,two_year,basic,100.13,3,0,11,0
U12187,70,one_year,standard,119.77,0,1,15,0
U12188,46,two_year,premium,50.93,2,1,22,0
U12189,34,one_year,basic,72.17,2,0,8,0
U12190,45,monthly,standard,84.49,0,1,6,0
U12191,34,monthly,basic,38.13,1,0,13,0
U12192,55,two_year,basic,70.88,2,0,5,0
U12193,54,one_year,premium,100.65,2,1,10,0
U12194,32,two_year,standard,100.02,2,1,20,0
U12195,6,monthly,standard,85.98,1,0,29,1
U12196,65,monthly,standard,80.2,0,0,11,0
U12197,46,one_year,premium,78.58,2,1,8,0
U12198,36,monthly,basic,54.68,1,0,19,1
U12199,66,two_year,standard,56.87,2,0,2,0
U12200,9,two_year,premium,21.11,1,0,13,0
U12201,10,monthly,basic,80.28,1,1,20,0
U12202,62,two_year,standard,56.24,1,1,18,0
U12203,70,one_year,standard,60.24,2,0,21,0
U12204,14,monthly,standard,51.87,1,1,12,1
U12205,58,monthly,premium,74.46,1,0,9,0
U12206,35,monthly,standard,100.6,2,0,6,1
U12207,65,monthly,standard,50.34,2,1,6,0
U12208,6,two_year,standard,25.35,1,1,12,0
U12209,8,two_year,basic,48.03,2,0,20,0
U12210,22,monthly,basic,31.2,0,1,4,0
U12211,37,monthly,basic,29.27,3,1,3,0
U12212,69,one_year,standard,,0,0,3,0
U12213,54,one_year,standard,82.1,0,1,8,0
U12214,55,monthly,basic,28.1,3,1,13,0
U12215,56,one_year,basic,82.91,2,0,15,0
U12216,55,monthly,standard,54.7,0,0,1,0
U12217,17,one_year,standard,92.44,2,1,9,0
U12218,54,monthly,basic,79.05,1,1,10,0
U12219,70,monthly,premium,90.8,1,0,24,0
U12220,57,one_year,standard,100.52,1,0,11,0
U12221,9,one_year,standard,44.43,0,1,2,0
U12222,6,one_year,basic,88.75,3,1,19,1
U12223,51,monthly,premium,87.81,3,1,10,0
U12224,21,one_year,basic,82.97,2,0,19,0
U12225,66,monthly,premium,45.01,2,0,7,0
U12226,71,monthly,standard,42.72,1,1,9,0
U12227,60,one_year,standard,65.91,5,0,2,0
U12228,21,one_year,basic,60.77,0,1,13,0
U12229,64,two_year,basic,94.0,1,0,9,0
U12230,50,two_year,premium,65.72,1,0,28,0
U12231,33,two_year,premium,35.61,2,1,9,0
U12232,18,monthly,basic,74.34,1,0,18,0
